ref,location,document_index,subject_encoded,product_predicted,probability_class_0,probability_class_1,subject
fb823950,1340,0,5027,0,0.9999902,9.747218e-06,skin
fb823950,1942,0,5027,0,0.9999948,5.202914e-06,skin
fb823950,783,0,5667,0,0.99995756,4.244355e-05,vitamina b12
fb823950,957,0,5676,0,0.999974,2.5961093e-05,vitamina c
fb823950,1559,0,5676,0,0.9999909,9.090612e-06,vitamina c
fb823950,1019,0,370,0,0.9999819,1.8114766e-05,antioxidante
fb823950,1271,0,312,0,0.99999577,4.214389e-06,aminoacido
fb823950,1328,0,2713,0,0.998546,0.0014539978,hair
fb823950,1931,0,2713,0,0.9984459,0.0015540733,hair
fb823950,1498,0,3656,0,0.99391574,0.00608426,nac
fb823950,1593,0,1132,0,0.99964744,0.0003525789,colageno
fb823950,1716,0,5678,0,0.99999136,8.619144e-06,vitamina e
fb823950,2147,0,5678,0,0.9999886,1.1384098e-05,vitamina e
fb823950,1733,0,5677,0,0.9998569,0.00014309931,vitamina d
fb823950,1798,0,845,0,0.99940413,0.0005958496,calcio
fb823950,1871,0,845,0,0.99839514,0.0016048279,calcio
fb823950,1953,0,3661,0,0.99978286,0.00021716309,nail
fb823950,160,1,5678,0,0.99990374,9.6241994e-05,vitamina e
fb823950,1976,1,5678,0,0.9999393,6.068259e-05,vitamina e
fb823950,2312,1,5678,0,0.9999561,4.3927983e-05,vitamina e
fb823950,2983,1,5678,0,0.99997073,2.9242048e-05,vitamina e
fb823950,172,1,3522,0,0.99966615,0.00033382414,minerail
fb823950,250,1,3522,0,0.99920166,0.00079833885,minerail
fb823950,370,1,3522,0,0.99920166,0.00079833885,minerail
fb823950,1271,1,3522,0,0.99884915,0.0011508442,minerail
fb823950,2324,1,3522,0,0.9998333,0.00016671683,minerail
fb823950,204,1,5665,0,0.9999397,6.0300823e-05,vitamina a
fb823950,324,1,5665,0,0.9999632,3.6766804e-05,vitamina a
fb823950,919,1,5665,0,0.99996567,3.435098e-05,vitamina a
fb823950,1161,1,5665,0,0.9999657,3.4252644e-05,vitamina a
fb823950,1384,1,5665,0,0.9999657,3.427238e-05,vitamina a
fb823950,1449,1,5665,0,0.99995166,4.8318958e-05,vitamina a
fb823950,1668,1,5665,0,0.9999669,3.3100838e-05,vitamina a
fb823950,2284,1,5665,0,0.9999472,5.2795873e-05,vitamina a
fb823950,3180,1,5665,0,0.99993837,6.1634375e-05,vitamina a
fb823950,238,1,5675,0,0.99995106,4.8961887e-05,vitamina b9
fb823950,358,1,5675,0,0.99995106,4.8961887e-05,vitamina b9
fb823950,476,1,5675,0,0.99996704,3.2947497e-05,vitamina b9
fb823950,553,1,5675,0,0.9999632,3.6761267e-05,vitamina b9
fb823950,1092,1,5675,0,0.99997544,2.4567646e-05,vitamina b9
fb823950,1517,1,5675,0,0.99997926,2.0718615e-05,vitamina b9
fb823950,3291,1,5675,0,0.99997085,2.917002e-05,vitamina b9
fb823950,269,1,5742,0,0.9999847,1.532304e-05,zinco
fb823950,389,1,5742,0,0.9999847,1.532304e-05,zinco
fb823950,847,1,5742,0,0.99995446,4.553896e-05,zinco
fb823950,1111,1,5742,0,0.9999637,3.6318175e-05,zinco
fb823950,1290,1,5742,0,0.9999881,1.1918576e-05,zinco
fb823950,1421,1,5742,0,0.9999524,4.7645197e-05,zinco
fb823950,2148,1,5742,0,0.99991316,8.6828804e-05,zinco
fb823950,3016,1,5742,0,0.9999551,4.485252e-05,zinco
fb823950,3023,1,5742,0,0.99994373,5.624313e-05,zinco
fb823950,312,1,2860,0,0.99940115,0.0005988774,imune
fb823950,432,1,2860,0,0.999486,0.00051397365,imune
fb823950,442,1,5672,0,0.9999946,5.447855e-06,vitamina b6
fb823950,528,1,5672,0,0.9999941,5.9025615e-06,vitamina b6
fb823950,632,1,5672,0,0.9999929,7.0813567e-06,vitamina b6
fb823950,763,1,5672,0,0.9999954,4.5671372e-06,vitamina b6
fb823950,1727,1,5672,0,0.9999944,5.583496e-06,vitamina b6
fb823950,3207,1,5672,0,0.99999297,7.0134365e-06,vitamina b6
fb823950,3219,1,5672,0,0.9999903,9.716276e-06,vitamina b6
fb823950,562,1,5668,0,0.9999925,7.5148923e-06,vitamina b2
fb823950,705,1,5668,0,0.99998164,1.8363406e-05,vitamina b2
fb823950,814,1,5668,0,0.99998164,1.8363406e-05,vitamina b2
fb823950,1003,1,5668,0,0.999985,1.4996347e-05,vitamina b2
fb823950,1254,1,5668,0,0.9999919,8.124523e-06,vitamina b2
fb823950,1397,1,5668,0,0.999989,1.1002915e-05,vitamina b2
fb823950,1463,1,5668,0,0.9999912,8.819652e-06,vitamina b2
fb823950,3233,1,5668,0,0.9999847,1.5329908e-05,vitamina b2
fb823950,3246,1,5668,0,0.9999744,2.559398e-05,vitamina b2
fb823950,660,1,5687,0,0.9998208,0.00017918662,vitamina n
fb823950,2410,1,5687,0,0.99998134,1.8659966e-05,vitamina n
fb823950,2521,1,5687,0,0.9999778,2.2144668e-05,vitamina n
fb823950,673,1,5680,0,0.9999586,4.1412335e-05,vitamina h
fb823950,782,1,5680,0,0.99995786,4.2152402e-05,vitamina h
fb823950,932,1,5680,0,0.9999934,6.6323746e-06,vitamina h
fb823950,1561,1,5680,0,0.9999887,1.1305487e-05,vitamina h
fb823950,3300,1,5680,0,0.9999759,2.4078074e-05,vitamina h
fb823950,3309,1,5680,0,0.99997234,2.765907e-05,vitamina h
fb823950,682,1,5669,0,0.99998224,1.7762843e-05,vitamina b3
fb823950,691,1,5669,0,0.9999718,2.8190518e-05,vitamina b3
fb823950,791,1,5669,0,0.99996924,3.0768493e-05,vitamina b3
fb823950,800,1,5669,0,0.9999656,3.441508e-05,vitamina b3
fb823950,942,1,5669,0,0.9999879,1.20875175e-05,vitamina b3
fb823950,951,1,5669,0,0.99997854,2.1467538e-05,vitamina b3
fb823950,1175,1,5669,0,0.99998665,1.3332696e-05,vitamina b3
fb823950,1184,1,5669,0,0.9999819,1.8137895e-05,vitamina b3
fb823950,2950,1,5669,0,0.9999626,3.7388254e-05,vitamina b3
fb823950,719,1,5666,0,0.9999787,2.1262002e-05,vitamina b1
fb823950,827,1,5666,0,0.9999514,4.8565827e-05,vitamina b1
fb823950,3135,1,5666,0,0.999982,1.8005536e-05,vitamina b1
fb823950,3144,1,5666,0,0.99999005,9.942497e-06,vitamina b1
fb823950,880,1,4412,0,0.9999621,3.7896585e-05,protein
fb823950,1790,1,4412,0,0.9999655,3.4482426e-05,protein
fb823950,1917,1,4412,0,0.9999491,5.089488e-05,protein
fb823950,2254,1,4412,0,0.999956,4.398436e-05,protein
fb823950,891,1,897,0,0.9999155,8.4504434e-05,carboidrato
fb823950,1046,1,5027,0,0.99999523,4.7659255e-06,skin
fb823950,1229,1,5027,0,0.9999948,5.204616e-06,skin
fb823950,1612,1,5027,0,0.9999968,3.2264375e-06,skin
fb823950,2196,1,5027,0,0.9999954,4.6000305e-06,skin
fb823950,1068,1,5667,0,0.9999405,5.946136e-05,vitamina b12
fb823950,3048,1,5667,0,0.99969274,0.00030725115,vitamina b12
fb823950,1238,1,5676,0,0.9999903,9.713515e-06,vitamina c
fb823950,1819,1,5676,0,0.9999922,7.827361e-06,vitamina c
fb823950,2875,1,5676,0,0.999995,4.9885575e-06,vitamina c
fb823950,2886,1,5676,0,0.9999826,1.7416842e-05,vitamina c
fb823950,1300,1,370,0,0.99998266,1.7367829e-05,antioxidante
fb823950,1546,1,312,0,0.99998975,1.0253779e-05,aminoacido
fb823950,1600,1,2713,0,0.9998064,0.00019356629,hair
fb823950,2185,1,2713,0,0.9998064,0.00019356629,hair
fb823950,1761,1,3656,0,0.9927421,0.0072578904,nac
fb823950,1853,1,1132,0,0.99946904,0.0005309732,colageno
fb823950,1990,1,5677,0,0.99994695,5.304791e-05,vitamina d
fb823950,3079,1,5677,0,0.99984294,0.0001570433,vitamina d
fb823950,2055,1,845,0,0.99992406,7.594321e-05,calcio
fb823950,2128,1,845,0,0.9999129,8.70906e-05,calcio
fb823950,2914,1,845,0,0.9998352,0.00016478772,calcio
fb823950,3277,1,845,0,0.99960583,0.00039415064,calcio
fb823950,2207,1,3661,0,0.99768347,0.002316532,nail
fb823950,2824,1,1257,0,0.9999745,2.5489437e-05,concentrad
fb823950,2922,1,5671,0,0.99995536,4.466987e-05,vitamina b5
fb823950,2994,1,5664,0,0.9990732,0.000926798,vitamina
fb823950,3551,1,5664,0,0.99367315,0.0063268654,vitamina
fb823950,3784,1,5664,0,0.9987327,0.001267312,vitamina
fb823950,3329,1,3396,0,0.99946654,0.00053344644,mass
fb823950,3434,1,693,0,0.99996394,3.603631e-05,beef
fb823950,3445,1,3839,0,0.9957821,0.0042179264,oleo
fb823950,3450,1,5567,0,0.99999934,6.753194e-07,veg
974fd3b5,50,0,999,1,0.009575069,0.99042493,cha
974fd3b5,1120,0,999,1,0.013152182,0.9868478,cha
974fd3b5,1426,0,999,1,0.004197657,0.99580234,cha
974fd3b5,1663,0,999,1,0.0050808787,0.9949191,cha
974fd3b5,1737,0,999,1,0.009516954,0.99048305,cha
974fd3b5,3557,0,999,1,0.0056297183,0.9943703,cha
974fd3b5,4133,0,999,1,0.00312078,0.9968792,cha
974fd3b5,159,0,1013,0,0.978581,0.021418983,chaverde
974fd3b5,484,0,1013,0,0.94915587,0.050844107,chaverde
974fd3b5,665,0,1013,0,0.9593313,0.040668752,chaverde
974fd3b5,847,0,1013,0,0.94433177,0.055668242,chaverde
974fd3b5,187,0,2603,0,0.98355794,0.016442068,gengibre
974fd3b5,496,0,2603,0,0.9905583,0.009441649,gengibre
974fd3b5,676,0,2603,0,0.9729719,0.027028061,gengibre
974fd3b5,858,0,2603,0,0.98457974,0.015420272,gengibre
974fd3b5,206,0,1492,0,0.6207305,0.37926948,curcuma
974fd3b5,475,0,1492,1,0.39048672,0.6095133,curcuma
974fd3b5,686,0,1492,0,0.5375842,0.46241584,curcuma
974fd3b5,868,0,1492,0,0.6047951,0.3952049,curcuma
974fd3b5,3378,0,1492,0,0.67005754,0.3299425,curcuma
974fd3b5,3481,0,1492,0,0.6357219,0.36427805,curcuma
974fd3b5,3645,0,1492,0,0.5102601,0.48973992,curcuma
974fd3b5,1050,0,5737,0,0.99975353,0.000246452,xylitol
974fd3b5,1541,0,370,0,0.9999973,2.6676028e-06,antioxidante
974fd3b5,4150,0,370,0,0.99999076,9.246792e-06,antioxidante
974fd3b5,18,1,999,1,0.0007159114,0.9992841,cha
974fd3b5,1017,1,999,1,0.0005249381,0.99947506,cha
974fd3b5,1292,1,999,1,0.0005568862,0.9994431,cha
974fd3b5,1436,1,999,1,0.00016009808,0.9998399,cha
974fd3b5,1510,1,999,1,0.00018697977,0.999813,cha
974fd3b5,3330,1,999,1,0.00049090385,0.9995091,cha
974fd3b5,3906,1,999,1,0.000374794,0.9996252,cha
974fd3b5,5455,1,999,1,0.000883162,0.99911684,cha
974fd3b5,66,1,1013,1,0.04516405,0.95483595,chaverde
974fd3b5,286,1,1013,1,0.039295137,0.96070486,chaverde
974fd3b5,554,1,1013,1,0.027066112,0.9729339,chaverde
974fd3b5,722,1,1013,1,0.038037896,0.9619621,chaverde
974fd3b5,904,1,1013,1,0.037322402,0.9626776,chaverde
974fd3b5,4532,1,1013,1,0.047444344,0.95255566,chaverde
974fd3b5,113,1,2603,1,0.20637846,0.79362154,gengibre
974fd3b5,314,1,2603,1,0.14716136,0.85283864,gengibre
974fd3b5,566,1,2603,1,0.35992086,0.64007914,gengibre
974fd3b5,733,1,2603,1,0.21443123,0.7855688,gengibre
974fd3b5,915,1,2603,1,0.3138023,0.6861977,gengibre
974fd3b5,4582,1,2603,1,0.1876787,0.8123213,gengibre
974fd3b5,132,1,1492,1,0.03279072,0.9672093,curcuma
974fd3b5,333,1,1492,1,0.031940103,0.9680599,curcuma
974fd3b5,545,1,1492,1,0.017938316,0.9820617,curcuma
974fd3b5,743,1,1492,1,0.035220087,0.9647799,curcuma
974fd3b5,925,1,1492,1,0.035220087,0.9647799,curcuma
974fd3b5,3151,1,1492,1,0.051674902,0.9483251,curcuma
974fd3b5,3254,1,1492,1,0.05082953,0.9491705,curcuma
974fd3b5,3418,1,1492,1,0.035273254,0.96472675,curcuma
974fd3b5,4728,1,1492,1,0.028964818,0.9710352,curcuma
974fd3b5,4737,1,1492,1,0.03059709,0.9694029,curcuma
974fd3b5,3923,1,370,0,0.99999744,2.5689978e-06,antioxidante
974fd3b5,4779,1,5737,0,0.9961781,0.0038219267,xylitol
974fd3b5,4906,1,4393,0,0.9943605,0.0056394693,propoli
974fd3b5,5435,1,830,0,0.9999722,2.776433e-05,cafein
d718b6ae,51,0,999,1,0.005684674,0.9943153,cha
d718b6ae,1687,0,999,1,0.011884332,0.98811567,cha
d718b6ae,594,0,5737,0,0.9978347,0.0021653129,xylitol
d718b6ae,157,1,999,1,0.0853945,0.9146055,cha
d718b6ae,327,1,999,1,0.012224793,0.9877752,cha
d718b6ae,1747,1,999,1,0.009995878,0.9900041,cha
d718b6ae,2312,1,5737,0,0.9636493,0.03635075,xylitol
7d379e87,110,0,897,0,0.9982045,0.0017954594,carboidrato
7d379e87,124,0,3346,0,0.9996152,0.0003847982,malto
7d379e87,139,0,3973,0,0.99412215,0.0058778776,palatinose
7d379e87,154,0,2527,0,0.99893963,0.0010603736,frutose
7d379e87,178,0,5186,0,0.99949735,0.0005026636,taurina
7d379e87,187,0,915,0,0.99589074,0.004109287,carnitin
7d379e87,189,0,915,0,0.9764425,0.02355747,carnitin
7d379e87,200,0,5676,0,0.99925333,0.00074668584,vitamina c
7d379e87,216,0,3522,0,0.9998311,0.00016890591,minerail
7d379e87,233,0,845,0,0.9996236,0.00037640135,calcio
7d379e87,252,0,3332,0,0.9999385,6.148902e-05,magnesio
7d379e87,265,1,897,0,0.9882072,0.011792759,carboidrato
7d379e87,279,1,3346,0,0.9980947,0.0019053075,malto
7d379e87,294,1,3973,0,0.96718234,0.032817684,palatinose
7d379e87,309,1,2527,0,0.99822277,0.0017772127,frutose
7d379e87,333,1,5186,0,0.9959836,0.0040163794,taurina
7d379e87,342,1,915,0,0.98223567,0.017764334,carnitin
7d379e87,344,1,915,0,0.8745571,0.1254429,carnitin
7d379e87,355,1,5676,0,0.9980006,0.0019993684,vitamina c
7d379e87,371,1,3522,0,0.99932903,0.00067097275,minerail
7d379e87,388,1,845,0,0.99771357,0.0022864346,calcio
7d379e87,407,1,3332,0,0.9997542,0.00024583805,magnesio
d56c03ad,109,0,897,0,0.99453473,0.0054652453,carboidrato
d56c03ad,123,0,3346,0,0.9996152,0.0003847982,malto
d56c03ad,138,0,3973,0,0.99412215,0.0058778776,palatinose
d56c03ad,153,0,2527,0,0.99903,0.0009700116,frutose
d56c03ad,177,0,5186,0,0.99949735,0.0005026636,taurina
d56c03ad,186,0,915,0,0.99589074,0.004109287,carnitin
d56c03ad,188,0,915,0,0.9764425,0.02355747,carnitin
d56c03ad,199,0,5676,0,0.99925333,0.00074668584,vitamina c
d56c03ad,215,0,3522,0,0.9998011,0.00019888347,minerail
d56c03ad,232,0,845,0,0.9996236,0.00037640135,calcio
d56c03ad,251,0,3332,0,0.9999385,6.148902e-05,magnesio
d56c03ad,438,1,897,0,0.99116385,0.008836156,carboidrato
d56c03ad,452,1,3346,0,0.99902177,0.0009782354,malto
d56c03ad,467,1,3973,0,0.992528,0.0074719614,palatinose
d56c03ad,482,1,2527,0,0.99934286,0.00065713393,frutose
d56c03ad,506,1,5186,0,0.99695194,0.0030480523,taurina
d56c03ad,515,1,915,0,0.9835053,0.016494695,carnitin
d56c03ad,517,1,915,0,0.8440747,0.15592526,carnitin
d56c03ad,528,1,5676,0,0.99842083,0.0015791911,vitamina c
d56c03ad,544,1,3522,0,0.9996625,0.00033750111,minerail
d56c03ad,561,1,845,0,0.9987766,0.0012234069,calcio
d56c03ad,580,1,3332,0,0.9998313,0.00016868829,magnesio
c6b0434f,69,0,2035,1,0.19016552,0.8098345,enzima
c6b0434f,1574,0,2035,0,0.554306,0.44569403,enzima
c6b0434f,1595,0,2035,1,0.4415511,0.5584489,enzima
c6b0434f,1753,0,2035,1,0.428607,0.571393,enzima
c6b0434f,2006,0,2035,1,0.39105248,0.6089475,enzima
c6b0434f,76,0,3144,1,0.0040958524,0.99590415,lactase
c6b0434f,272,0,3144,1,0.002500236,0.99749976,lactase
c6b0434f,373,0,3144,1,0.002947569,0.99705243,lactase
c6b0434f,541,0,3144,1,0.0021791458,0.99782085,lactase
c6b0434f,641,0,3144,1,0.002947569,0.99705243,lactase
c6b0434f,1581,0,3144,1,0.006637335,0.99336267,lactase
c6b0434f,1862,0,3144,1,0.0041074753,0.9958925,lactase
c6b0434f,134,0,897,0,0.9625512,0.037448812,carboidrato
c6b0434f,1401,0,897,0,0.98952776,0.010472244,carboidrato
c6b0434f,81,1,2035,1,0.36043996,0.63956004,enzima
c6b0434f,1216,1,2035,1,0.36183935,0.63816065,enzima
c6b0434f,1374,1,2035,0,0.5407956,0.45920438,enzima
c6b0434f,1538,1,2035,0,0.58692074,0.4130793,enzima
c6b0434f,88,1,3144,1,0.0056072474,0.99439275,lactase
c6b0434f,254,1,3144,1,0.0036599636,0.99634004,lactase
c6b0434f,340,1,3144,1,0.0048948526,0.99510515,lactase
c6b0434f,427,1,3144,1,0.0039073825,0.9960926,lactase
c6b0434f,514,1,3144,1,0.0048948526,0.99510515,lactase
c6b0434f,1778,1,3144,1,0.0062334538,0.99376655,lactase
c6b0434f,145,1,897,0,0.9367838,0.063216195,carboidrato
c6b0434f,1161,1,897,0,0.8936097,0.10639031,carboidrato
c6b0434f,1983,1,897,0,0.9167161,0.08328391,carboidrato
c6b0434f,1758,1,3346,0,0.99977326,0.00022674917,malto
c6b0434f,1855,1,3332,0,0.9999232,7.674877e-05,magnesio
c6b0434f,1996,1,845,0,0.9998224,0.00017761164,calcio
5df668b4,79,0,3839,0,0.51561594,0.48438403,oleo
5df668b4,245,0,3839,1,0.32908422,0.6709158,oleo
5df668b4,87,0,4328,1,0.02002871,0.9799713,primula
5df668b4,253,0,4328,1,0.015301168,0.98469883,primula
5df668b4,127,0,3853,0,0.7711787,0.22882129,omega 6
5df668b4,152,1,3839,0,0.5254319,0.4745681,oleo
5df668b4,305,1,3839,0,0.62326026,0.37673977,oleo
5df668b4,1376,1,3839,1,0.4179622,0.5820378,oleo
5df668b4,160,1,4328,1,0.038540304,0.9614597,primula
5df668b4,313,1,4328,1,0.065987945,0.93401206,primula
5df668b4,1384,1,4328,1,0.05685222,0.9431478,primula
5df668b4,200,1,3853,0,0.7723513,0.22764868,omega 6
490baa70,1,0,2860,1,0.18765604,0.81234396,imune
490baa70,659,0,2860,1,0.358029,0.641971,imune
490baa70,2282,0,2860,1,0.25002992,0.7499701,imune
490baa70,93,0,5676,0,0.6638168,0.33618322,vitamina c
490baa70,226,0,5676,0,0.67029905,0.32970098,vitamina c
490baa70,373,0,5676,0,0.568555,0.43144503,vitamina c
490baa70,391,0,5676,1,0.4299559,0.5700441,vitamina c
490baa70,402,0,5676,0,0.6282467,0.37175328,vitamina c
490baa70,435,0,5676,0,0.50117123,0.49882877,vitamina c
490baa70,564,0,5676,0,0.5410526,0.45894742,vitamina c
490baa70,942,0,5676,0,0.5601865,0.43981346,vitamina c
490baa70,990,0,5676,0,0.60243195,0.39756805,vitamina c
490baa70,1265,0,5676,0,0.555292,0.444708,vitamina c
490baa70,2149,0,5676,0,0.5993924,0.40060762,vitamina c
490baa70,2344,0,5676,1,0.37131876,0.62868124,vitamina c
490baa70,2372,0,5676,0,0.5382852,0.4617148,vitamina c
490baa70,2563,0,5676,0,0.65721846,0.3427815,vitamina c
490baa70,2710,0,5676,1,0.4274611,0.5725389,vitamina c
490baa70,110,0,5678,0,0.99958026,0.0004197213,vitamina e
490baa70,743,0,5678,0,0.99979514,0.00020486134,vitamina e
490baa70,256,0,370,0,0.9999922,7.816954e-06,antioxidante
490baa70,335,0,1257,0,0.98380053,0.01619949,concentrad
490baa70,689,0,1132,0,0.9930623,0.0069377017,colageno
490baa70,2500,0,1132,0,0.9915425,0.008457459,colageno
490baa70,809,0,4412,0,0.99970883,0.00029118234,protein
490baa70,1426,0,5687,0,0.9999551,4.4868095e-05,vitamina n
490baa70,1556,0,5687,0,0.9999074,9.263854e-05,vitamina n
490baa70,2262,0,5664,0,0.9996583,0.0003416999,vitamina
490baa70,2460,0,5664,0,0.9993753,0.0006247328,vitamina
490baa70,2427,0,2713,0,0.99898595,0.0010140535,hair
490baa70,2526,0,2713,0,0.99854875,0.0014512665,hair
490baa70,2520,0,5027,0,0.99999195,8.021635e-06,skin
490baa70,2534,0,3661,0,0.9974113,0.002588703,nail
490baa70,116,1,5676,1,0.34924585,0.65075415,vitamina c
490baa70,239,1,5676,1,0.3604961,0.6395039,vitamina c
490baa70,327,1,5676,1,0.27619785,0.72380215,vitamina c
490baa70,345,1,5676,1,0.2908395,0.7091605,vitamina c
490baa70,356,1,5676,1,0.20864981,0.7913502,vitamina c
490baa70,389,1,5676,1,0.15848243,0.84151757,vitamina c
490baa70,791,1,5676,1,0.34193587,0.6580641,vitamina c
490baa70,1559,1,5676,1,0.28909743,0.7109026,vitamina c
490baa70,1700,1,5676,1,0.16285813,0.8371419,vitamina c
490baa70,1728,1,5676,1,0.16619056,0.83380944,vitamina c
490baa70,1985,1,5676,1,0.22772527,0.77227473,vitamina c
490baa70,2004,1,5676,1,0.17944384,0.82055616,vitamina c
490baa70,2015,1,5676,1,0.28223395,0.71776605,vitamina c
490baa70,2048,1,5676,1,0.13758945,0.86241055,vitamina c
490baa70,133,1,5678,0,0.9988693,0.0011307213,vitamina e
490baa70,595,1,5678,0,0.9991558,0.0008441653,vitamina e
490baa70,269,1,370,0,0.9998691,0.00013091914,antioxidante
490baa70,683,1,370,0,0.99987423,0.00012575976,antioxidante
490baa70,543,1,2860,0,0.9983553,0.0016447001,imune
490baa70,1638,1,2860,0,0.9969574,0.0030426031,imune
490baa70,661,1,4412,0,0.9999656,3.4421577e-05,protein
490baa70,1068,1,5687,0,0.99991286,8.711909e-05,vitamina n
490baa70,1166,1,5687,0,0.99982965,0.00017035822,vitamina n
490baa70,1801,1,5664,0,0.9966665,0.003333523,vitamina
490baa70,1841,1,1132,0,0.999605,0.00039502085,colageno
490baa70,1861,1,5027,0,0.9999916,8.379368e-06,skin
490baa70,1867,1,2713,0,0.9998678,0.00013220249,hair
490baa70,1875,1,3661,0,0.99711716,0.0028828213,nail
490baa70,2087,1,3332,0,0.9999496,5.0400686e-05,magnesio
490baa70,2194,1,897,0,0.9991391,0.00086095394,carboidrato
490baa70,2207,1,845,0,0.9996639,0.00033612616,calcio
eafd608c,18,0,5677,1,0.0015690923,0.9984309,vitamina d
eafd608c,83,0,5677,1,0.00066655874,0.99933344,vitamina d
eafd608c,699,0,5677,1,0.0014293194,0.9985707,vitamina d
eafd608c,1169,0,5677,1,0.00078964233,0.99921036,vitamina d
eafd608c,1822,0,5677,1,0.00090551376,0.9990945,vitamina d
eafd608c,1900,0,5677,1,0.0012550354,0.99874496,vitamina d
eafd608c,2211,0,5677,1,0.0010989904,0.998901,vitamina d
eafd608c,2290,0,5677,1,0.0010542274,0.9989458,vitamina d
eafd608c,2369,0,5677,1,0.0013468266,0.9986532,vitamina d
eafd608c,2460,0,5677,1,0.0010253191,0.9989747,vitamina d
eafd608c,2740,0,5677,1,0.0010945797,0.9989054,vitamina d
eafd608c,169,0,5689,0,0.9998985,0.00010150819,vitamina p
eafd608c,500,0,845,0,0.99786425,0.0021357494,calcio
eafd608c,546,0,845,0,0.9976777,0.0023223227,calcio
eafd608c,1042,0,845,0,0.996572,0.0034279972,calcio
eafd608c,2395,0,845,0,0.9948333,0.005166721,calcio
eafd608c,601,0,2860,0,0.9999771,2.2899208e-05,imune
eafd608c,1814,0,5027,0,0.99985576,0.00014426647,skin
eafd608c,2110,0,5027,0,0.99992347,7.65185e-05,skin
eafd608c,2581,0,5664,0,0.9995581,0.00044190622,vitamina
eafd608c,3589,0,5664,0,0.99895686,0.001043152,vitamina
eafd608c,2902,0,5687,0,0.9999053,9.472827e-05,vitamina n
eafd608c,3032,0,5687,0,0.99985194,0.00014805162,vitamina n
eafd608c,34,1,5677,1,0.02914393,0.9708561,vitamina d
eafd608c,482,1,5677,1,0.16234064,0.83765936,vitamina d
eafd608c,1286,1,5677,1,0.09953207,0.90046793,vitamina d
eafd608c,1595,1,5677,1,0.15427768,0.8457223,vitamina d
eafd608c,1686,1,5677,1,0.08272886,0.91727114,vitamina d
eafd608c,3031,1,5677,1,0.1982333,0.8017667,vitamina d
eafd608c,120,1,5689,0,0.9998525,0.00014754175,vitamina p
eafd608c,390,1,845,0,0.97067803,0.029321982,calcio
eafd608c,436,1,845,0,0.94966334,0.050336648,calcio
eafd608c,681,1,845,0,0.9410829,0.05891709,calcio
eafd608c,1621,1,845,0,0.90111,0.09888999,calcio
eafd608c,1278,1,5027,0,0.9980881,0.0019118611,skin
eafd608c,1458,1,5027,0,0.99942064,0.0005793734,skin
eafd608c,1807,1,5664,0,0.9991748,0.00082524965,vitamina
eafd608c,2483,1,5664,0,0.9985107,0.0014892607,vitamina
eafd608c,2634,1,5664,0,0.99915534,0.0008446323,vitamina
eafd608c,2068,1,5687,0,0.99988866,0.00011136015,vitamina n
eafd608c,2166,1,5687,0,0.99978226,0.0002177561,vitamina n
dbb2cc09,27,1,5231,0,0.6648912,0.33510882,termogenico
dbb2cc09,121,1,830,0,0.98902094,0.010979069,cafein
dbb2cc09,130,1,5186,0,0.99503195,0.0049680686,taurina
dbb2cc09,139,1,915,0,0.9898145,0.010185505,carnitin
dbb2cc09,141,1,915,0,0.9048264,0.09517361,carnitin
dbb2cc09,152,1,3332,0,0.99105716,0.008942852,magnesio
dbb2cc09,163,1,1462,0,0.98845404,0.011545952,cromo
dbb2cc09,59,2,5231,0,0.98184896,0.018151054,termogenico
dbb2cc09,153,2,830,0,0.9955029,0.0044970885,cafein
dbb2cc09,840,2,830,0,0.99792874,0.0020712803,cafein
dbb2cc09,162,2,5186,0,0.99915093,0.00084908056,taurina
dbb2cc09,810,2,5186,0,0.9980581,0.0019418953,taurina
dbb2cc09,171,2,915,0,0.9608434,0.03915659,carnitin
dbb2cc09,173,2,915,0,0.60938257,0.39061743,carnitin
dbb2cc09,862,2,915,0,0.7363045,0.26369548,carnitin
dbb2cc09,864,2,915,0,0.7456867,0.2543133,carnitin
dbb2cc09,184,2,3332,0,0.99275714,0.0072428477,magnesio
dbb2cc09,830,2,3332,0,0.9949606,0.0050393757,magnesio
dbb2cc09,1125,2,3332,0,0.99558944,0.0044105593,magnesio
dbb2cc09,195,2,1462,0,0.9930857,0.0069143367,cromo
dbb2cc09,889,2,1462,0,0.99453443,0.0054655485,cromo
dbb2cc09,875,2,4131,0,0.99480194,0.005198065,picolinato
dbb2cc09,906,2,3396,0,0.9994563,0.0005437044,mass
dbb2cc09,912,2,5724,0,0.99486583,0.005134177,waxymaize
dbb2cc09,233,3,5231,0,0.99913985,0.00086017576,termogenico
dbb2cc09,327,3,830,0,0.99763876,0.0023612136,cafein
dbb2cc09,879,3,830,0,0.99839914,0.0016008447,cafein
dbb2cc09,336,3,5186,0,0.9998771,0.00012287618,taurina
dbb2cc09,849,3,5186,0,0.9997586,0.00024138257,taurina
dbb2cc09,345,3,915,0,0.95498484,0.045015175,carnitin
dbb2cc09,347,3,915,0,0.6367218,0.3632782,carnitin
dbb2cc09,901,3,915,0,0.7161749,0.2838251,carnitin
dbb2cc09,903,3,915,0,0.7871321,0.2128679,carnitin
dbb2cc09,358,3,3332,0,0.9970315,0.0029684927,magnesio
dbb2cc09,869,3,3332,0,0.9975928,0.0024072027,magnesio
